Month,Year,Comments
4,2022,Better looking women.
4,2022,Clean up the trash.
4,2022,Great place to take kids to vacation.
4,2022,"Eliminate need for staff to wear masks in open restaurants, buses and beaches."
4,2022,Mayfield Falls was beautiful and guides were friendly but need better roads to get there. Better facilities.
4,2022,I love it here. One love.
4,2022,Everyone has been very helpful and friendly.
4,2022,Remove mask mandates.
4,2022,Be sure to check out my YouTube channel. All my vlogs about Jamaica www.youtube.com/themeowmeowshow
4,2022,Would like to see more Jamaica towns with locals.
4,2022,Fix the roads.
4,2022,It's difficult to understand workers at airport and they can sometimes seem rude.
4,2022,Hotel need to be more kind.
4,2022,Jamaica is a beautiful place.
4,2022,Regulate taxi services.
4,2022,Great vacation - thanks!
4,2022,Be clear with covid requirements online - survey is cumbersome.
4,2022,Thanks!
4,2022,"Beautiful, wonderful, Sandals is awesome. Thank you."
4,2022,Fix potholes. Too many shootings.
4,2022,Highway roads require line painting turn on highway lights through tourist alley. Improve road congestion.
4,2022,Clear instructions on isolation protocols.
4,2022,Need to improve on speed in everything and variety of food.
4,2022,There was no information on the website about rules for exemption from Covid test prior to arrival.
4,2022,People on our resort and tour were superb.
4,2022,We can't wait to return. Yah mon.
4,2022,"Great trip, friendly locals."
4,2022,"Beautiful place, had a wonderful time, great people."
4,2022,"Jamaica is so much fun, I loved it!"
4,2022,Great time!
4,2022,Sandals Grande should show more culture and not whitewash.
4,2022,Thanks for a good time.
4,2022,Sandals needs to be more culture and not white washed.
4,2022,"Please end covid testing and masks, free the people."
4,2022,End the masks. Covid done. Follow Florida's example. Don't be left behind.
4,2022,Enjoyed staying with family in St Elizabeth but hotel resort also nice experience. Street harassment is annoying in Montego Bay.
4,2022,Please fix the roads in Ja. The road condition on the island need to be better.
4,2022,Need better roads.
4,2022,Loved it here - can't wait to come back!
4,2022,"Beautiful place, lovely people. Hotel staff could be a bit more enthusiastic."
4,2022,Thanks for offering this survey to me.
4,2022,Taxis need consistent pricing.
4,2022,Not accepting enough of Jamaican dollars.
4,2022,Everywhere tell us to change to Jamaican dollars and we were laughed at every time we tried to use it.
4,2022,The gratuity or tipping is not specified.
4,2022,Better customer service.
4,2022,Loved it!!!
4,2022,Beautiful country and very nice people.
4,2022,"Lovely, friendly local people."
4,2022,Ciites and towns had a lot of garbage everywhere.
4,2022,Love the people.
4,2022,Stop Amstar from scamming people into paying more and pocketing the money.
4,2022,Excellent place to visit.
4,2022,Thanks for all you do.
4,2022,Poor airline communications.
4,2022,"Being from Jamaica, my hope is that Jamaicans can take back control and have somethings like owning hotels."
4,2022,Enjoyed my trip.
4,2022,Customs and immigrations were not well air conditioned and organized.
4,2022,Nightlife.
4,2022,Food choices at resort. Staff not friendly.
4,2022,Better phone connections to call banks.
4,2022,Would have liked to leave hotel to shop and eat but warned not to.
4,2022,You guys are very fun!
4,2022,Customs took two hours and no ac. Lift covid policies!
5,2022,Coffee too expensive at hotels and airport.
5,2022,Prices too high.
5,2022,"Did online registration, paper copy was asked for at Immigration."
5,2022,Difficult to answer Q9 as we stayed in all-inclusive and only did one excursion.
5,2022,The tipping process is very intimidating makes you feel obliged.
5,2022,"Couples Negril is a wonderful resort. All the staff and all Jamaican people we've met are so helpful, warm and friendly. We want to come back soon!"
5,2022,"It was rough, no light and no water. Had an ok time but life need to improve here."
5,2022,"Please try to do something to keep your beautiful country clean. Garbage everywhere, so sad!!"
5,2022,Especially my girlfriend could not be alone for 10 secs without being harrassed. The biggest reason we were not comfortable.
5,2022,"Robbery, extortion and scams should be dealt with."
5,2022,The Catamaran to Rick's Cafe should leave from Montego Bay.
5,2022,Fun trip.
5,2022,People were very friendly and welcoming.
5,2022,Please do not use too much salt.
5,2022,Beautiful country. In love with Jamaica.
5,2022,Need better handicap facilities.
5,2022,I can't wait to come back!
5,2022,Absolutely amazing.
5,2022,I loved my stay here. Thank you.
5,2022,The hotel needs more trash cans. The resort and airport needs more restaurants and food choices with vegan options.
5,2022,There should be cheaper and more accessible and safe exit off resort.
5,2022,Some places we went to the native women were rude; most of the men were very pleasant.
5,2022,Keep up the good works and fix the internet.
5,2022,"Excellent visit, beautiful country."
5,2022,Fab time.
5,2022,Keep up the good work to keep the visitors smiling.
5,2022,Thank you for hospitality.
5,2022,Clean the roads.
5,2022,"We, the family of 3 had a great time during this trip."
5,2022,"Wonderful trip, can't wait to come back. Thank you."
5,2022,Amazing trip.
5,2022,Taxis too expensive.
5,2022,Just wish taxis and transportation was cheaper.
5,2022,See you again soon.
5,2022,Jamaica is facing harsh economic times but Jamaicans can be more friendly. Everyone that visits didn't come here to fight.
5,2022,"Fix roads, manage garbage."
5,2022,Lovely island.
5,2022,Clean and restore abandoned beaches.
5,2022,I didn't like covid and Jamaica handling of it.
5,2022,Very nice people and a beautiful country.
5,2022,The workers scanning bags to come through customs could benefit from training on how to deal with customers courtesy.
5,2022,More restaurant options at the airport.
5,2022,I booked 7 nights but could only spend 6 because of the strike.
5,2022,The roads are very bad.
5,2022,The road to St Thomas need to be fixed and more tourist attractions needed in the parish.
5,2022,Very satisfied with trip.
5,2022,"Beautiful country, but did not enjoy the harassment from people selling on the beach."
5,2022,It was fun!
5,2022,Tell vendors in the airport to accept credit cards.
5,2022,Understand the need for vendors but environment is harassing or pressuring.
5,2022,More beef patties at resort and cooking classes.
5,2022,More flight options with less layovers.
5,2022,Racism with other languages.
5,2022,Staff at airport needs to be a little more friendly once you land - most people don't know the protocol and need assistance.
5,2022,"Roads were very bad, bus drive to Negril unpleasant."
5,2022,"The people working at the airport departure, specifically the Starbucks gate 18 were very rude when asking a simple question, rolling eyes etc..."
5,2022,Some airport staff was rude. I asked Starbucks employer what time they opened and she rolled her eyes at me.
6,2022,"the staff at the hotel were awesome. all so sweet, helpful and funny"
6,2022,prices of airport transportation and taxi services is excessive
6,2022,FDR NEEDS TO BE UPGRADED
6,2022,AMAZING
6,2022,THANK YOU!!
6,2022,THE ROADS NEED TO BE IMPROVED
6,2022,MOON PALACE BEAUTIFUL BUT BAD CUSTOMER SERVICE
6,2022,TWO MUCH POT SMOKING EVERYWHERE
6,2022,ONE LOVE
6,2022,TOO MUCH BEGGERS
6,2022,WE CAME WITH OUR KIDS (23 AND 25YRS) TO VISIT THEIR JAMAICAN HERITAGE
6,2022,INVEST IN OTHER WASYS OF CASH HANDLING. STOP PUSHING PEOPLE TO TIP
6,2022,DONT PREY ON TOURISTS
6,2022,I LOVED THE BEAUTY OF JAMAICA
6,2022,YOU NEED TO CLEAN THE AREAS. ITS VERY DIRTY AND UNAPPEALING
6,2022,YOU NEED TO CLEAN THE AREAS IT IS VERY DIRTY AND UNAPPEALING
6,2022,NEED JAMAICAN SPICY FOOD IN HOTELS. NO AMAERICAN FOOD . JAMAICAN CULTURE AND MUSIC TO PLAY IN HOTELS TO LET TOURIST EXPERIENCE THE REAL JAMAICA
6,2022,CLEANER STREETS MAKE FOR BETTER VIEWS . CLEAN THE COUNTRY SIDE OF TRASH
6,2022,10/10 EXPERIENCE1 HOPEFUL THAT A CLEAN UP PLAN FOR THE ISLAND IS IN THE FUTURE
6,2022,EVRYTHING IRIE MON
6,2022,SORRY HAD TO BE HONEST!
6,2022,ENJOY EVERY MOMENT
6,2022,THE AIRPORT NEED IMPROVEMENT ESPECIALLY IN ARRIVAL. THE ROAD NEED REPAIR AND DRIVERS NEED TO BE PROPERLY TRAINED
6,2022,THERE SHOULD BE MORE RESTROOMS IN THE AIRPORT AND THERE NEEDS TO BE TSA PRE-CHECK LINES
6,2022,"VERY GREAT, LOVE IT HERE"
6,2022,"EVERYTHING WAS GOOD EXCEPT THE AIRLINE COMPANY, AIR CANADA"
6,2022,EVRYTHING WAS GREAT EXCEPT THE AIRLINE COMPANY AIR CANADA . ONE BAG ARRIVED COUPLE HOURS BEFORE DEPARTURE
6,2022,PLEASE DONT ASK PEOPLE'S HOUSEHOLD INCOME
6,2022,IT WOULD BE NICE TO SEE LESS GARBAGE ON SIDES OF THE ROADS. THE SCENERY IS BEAUTIFUL BUT THE GARBAGE LOOKS BAD
6,2022,WAITED 1 HR FOR BUS TO LEAVE MBJ-NEGRIL
6,2022,SHOULD BE FREE TO EXPLORE CITY BETTER
6,2022,MORE SHOPPING AREAS
6,2022,NOT MANY COVID 19 PROTOCALS WERE ENFORCED AT RESORT AND ATTRACTIONS. WORKERS WORE MASKS
6,2022,NEED A CLIPBOARD OR SOMETHING TO FILL THIS OUT
6,2022,jamaican accent is beautiful
6,2022,MI LOVE JAMAICA
6,2022,SERVICE IN SHOPS AND RESTUARANTS SHOULD BE QUICKER. STAFF MAY NEED CUSTOMER SERVICE TRAINING
6,2022,"I DID NOT NOTICE TO MUCH POLITICS IN EVERY ASPECT OF LIFE, NOT GOOD"
6,2022,CHANGE IS INEVITABLE BUT SLOW TO ADOPTION.
6,2022,TELL ANDREW HOLNESS i'LL COME TO VALE ROYAL FOR COFFEE
6,2022,THE ROADS TO NEGRIL NEED REPAIR. SANDY BAY HAS BEEN BAD FOR THE LAST 5-6 YEARS
6,2022,IMMIGRATION AT ARRIVAL WAS CHAOTIC
6,2022,MORE GUIDED HIKING TOURS OTHER THAN THE BLUE MOUNTAINS
6,2022,"MORE GUIDED HIKING TOURS , FIX ALL THE POTHOLES IN THE ROADS"
6,2022,SOME OF THE SALES PERSONS ON NEGRIL BEACH WERE A BIT PUSHY
6,2022,BEAUTUIFUL BEACHES
6,2022,NO MON! STAY COOL
6,2022,"NEED MORE AC, WATER NOT AS BLUE AS EXPECTED, EXTRA EXPENSES"
6,2022,COUNTRY'S AIRPORT STAFF -RUDE.
6,2022,EVERYTHING MATTERS. THERE IS VERY LITTLE EFFORT MADE REGARDING CUSTOMER SERVICE. SECURITY AND AESTHETICS
6,2022,JAMAICANS RESIDING HERE SHOULD TREAT JAMAICANS OVERSEAS WITH RESPEC WHEN VISITING. WE COME HOME TO SPEND.
6,2022,TOO MANY TO ADDRESS HERE
6,2022,YOUR OUTBOUND FLIGHT SYSTEM NEEDS TO BE BETTER
6,2022,BOB MARLEY HOUSE AND DUNNS RIVER FALLS WERE EXCELLENT ACCOMODATION COULD BE IMPROVED
6,2022,BOB MARLEY WAS EXCELLENT
6,2022,EMPLOYEES NEED TO SMILE MORE AND APPEAR FRIENDLY
6,2022,ROADWAYS NEED DEVELOPMENT
6,2022,FIX THE ROADS AND CONTROL CRIME
6,2022,CLEAN UP THRASH ON THE STREETS
6,2022,IMPROVE BASIC SANITIZATION IN AIRPORT
6,2022,TRAFFIC POLICE COULD BE A BIT FRIENDLIER AND EXPLAIN UPFRONT IF YOU ARE GOING TO TICKET FOR SIMPLY TURNING FROM INCORRECT LANE
6,2022,"EXCELLENT, VERY FRIENDLY"
6,2022,THEY COULD DO A BETTER JOB OF FIXING THE ROADS
6,2022,"I LOVE MY COUNTRY, I WILL ALWAYS COME BACK TO VISIT"
6,2022,CUSTOMS SHOULD NOT CHARGE TOURISTS DUTY ON ITEM THAT LEAVES THE COUNTRY
6,2022,IT WAS OVERALL INCREDIBLE. THANK YOU!
6,2022,THE RESTROOM TOILETS NEED REMONDELING. THERE EAS NO SOAP DISPENSERS TO BE FOUND
6,2022,"CUSTOMS WAS HORRIBLE, FAT ASS BARBARA WAS RUDE"
6,2022,"THE ROADS ARE THE WORST, JUST LIKE THE VOILENCE. THESE ARE DAMAGING FACTORS"
6,2022,LETS CONTINUE THE WILL TO IMPROVE AND CARE FOR EACH OTHER
6,2022,"KINGSTON IS CALM, NOT TOURISTY"
6,2022,ENFORCE TRAFFIC LAWS ON TAXIS. THE TAXIS DRIVE LIKE MANIACS
6,2022,I LOVE IT HERE
6,2022,"MORE TECHNOLOGY, TO MUCH PAPER! MORE OXTAILS, MORE PATTIES"
6,2022,THERE WERE VERY RUDE AIRPORT PEOPLE WHEN ENTERING JAMAICA.
6,2022,"LOVED THE PEOPLE, LOVED THE FOOD! TRANSPORTATION WAS A LITTLE STRESSFUL"
6,2022,THE JAMAICAN PEOPLE ARE AMAZING
6,2022,LOTS OF SUGGESTIONS NOT ENOUGH SPACE TO WRITE
6,2022,I WILL NOT VISIT JAMAICA AGAIN
6,2022,"WEBSITE NEED UPDATING, SOME RESTAURANTS NOT HERE NO MORE"
6,2022,SIGN POSTING ON ROADS FOR MAIN ATTRACTIONS
6,2022,USE YOUR OWN CURRENCY. 2 TYPES OF DOLLARS CAN BE CONFUSING AND LEADS TO SCAMMING
6,2022,"people are rude, hotel was not accomodating"
6,2022,THANK YOU FOR AN AMAZING TIME . JAMAICA OWES ME NOTHING!
6,2022,ROADS NEED MUCH IMPROVEMENT IN THE MOUNTAINS
6,2022,ELIMINATE PEOPLE TRYING TO CARRY BAGGAGE 30FT FROM BUS INTO AIRPORT
6,2022,"NO, EVERYTHING WAS GOOD"
6,2022,BRING THOSE POTATO/DRINKS PRICE DOWN
6,2022,HOTEL WAS VERY DIRTY (COCKROACHES ALL THE TIME) WEBSITE REVIEWS ARE NOT TRUE
6,2022,LOCALS MUST CARE MORE ABOUT THE CLEANLINESS
6,2022,LOVE YOUR BLACK TOURIST (WE ARE ONE)
6,2022,"REMEMBER ""ONE LOVE ONE HEART"" WE WRE YOUR LOST FAMILY, RESPECT"
6,2022,NEED POTHOLES FIXED TO SHORTEN TRIPS AROUND ISLAND. WOULD DO MORE
6,2022,THANKS FOR A LOVELY FORENIGHT
6,2022,"LOVED OUR VISIT, WILL BE BACK"
6,2022,CUSTOMER SERVICE IS KEY
6,2022,TOO MUCH GARBGE EVERYWHERE. GARBAGE NEEDS TO BE TAKEN CARE OF
6,2022,MORE SOLAR AND WIND POWER!
6,2022,LOVED MY VACATION! DEFINATELY RECOMMEND TO OTHERS
6,2022,BEST TIME EVER!
6,2022,"LET THE PEOPLE AT THE RESORT NOT WEAR MASK, HARD TO HEAR THEM AND SO UNNESSARY"
6,2022,CUSTOMER SERVICE TRAINING FOR PEOPLE IN COMPANIES OUTSIDE OF RESORT. ESPECIALLY STARBUCKS
6,2022,I WOULD HAVE LOVED TO GET MY PASSPORT STAMPED AND IT WAS NOT OFFERED. EVEN WHEN I ASKED
7,2022,"Beautiful country, so glad I came."
7,2022,At the airport they should stop asking people to take off their shoes especially if you have a medical condition.
7,2022,Resurface the roads.
7,2022,Better thinking and management of those in the hospitality industry.
7,2022,The Norman Manley airport floors were not clean. Sangster airport was more inviting.
7,2022,Love coming back to Jamaica. The roads in the eastern island was stressful. A really horrible travel experience stopped us from enjoying other attractions.
7,2022,Better professional attitude all around for business.
7,2022,I love Jamaica. Planning on moving by December 22.
7,2022,I hope to visit next summer.
7,2022,Relax covid protocols.
7,2022,Road repairs.
7,2022,Customer service needs to be fixed and something done about crime. Police need to actually do their job.
7,2022,The airport needs a facelift.
7,2022,"After the infrastructure is further and better customer service at all places, it will be better. Food places, never had any food left so you missed on that experience."
7,2022,Please hurry with the fixing of the road through St Thomas to Portland.
7,2022,"American Airlines, staff departure flight check in was amazing."
7,2022,Need to see a reduction in crime.
7,2022,Transport service needs improvement.
7,2022,We were okay but the police are very bad with the pullover. We did not give any money when found out that we were visiting.
7,2022,Road fixtures in the parish of St Thomas is badly needed.
7,2022,Please fix the roads in St Thomas.
7,2022,More security and better roads.
7,2022,I notice it's hard for people to multitask.
7,2022,Treat foreign visitors with education and be kind.
7,2022,Excursion cost at hotel.
7,2022,Wonderful stay. Thanks!
7,2022,Enjoyed my time.
7,2022,Fill out immigration forms on plane. A little confusing on arrival.
7,2022,We had a great time! The beach was beautiful.
7,2022,Getting our bags upon arrival was confusing/chaotic.
7,2022,Jamaica was amazing! I'll definitely recommend it and will hopefully come back again (there's just so many places to visit).
7,2022,"Set rate for taxis, would have travelled to more places."
7,2022,Reduce beach vendors on resort. More music playing on beach at resort.
7,2022,"Excellent vacation, well done."
7,2022,Bug spray at airport.
7,2022,"Airport need to be clean. Wipe seats and mop floor. Also, the windows and walls."
7,2022,Pay people that work at hotels and attractions fairly.
7,2022,Treat and pay the tourist staff as well.
7,2022,Make sure hotel rooms have towels when people check in. Offer A la carte restaurant. $1 per trip.
7,2022,"Transportation service was great ""coming2""."
7,2022,"No, had a great time."
7,2022,Car rental needs better regulation.
7,2022,Everything was great but airport staff coming into the country could be more patient.
7,2022,Stay high 420!!!
7,2022,Need improvement on technology or customer service.
7,2022,Had the best time of my life.
7,2022,Very pleased with Jamaica.
7,2022,Hotel initial check-in process was very disappointing. Waited in sweats for over an hour.
7,2022,Jamaica is great.
7,2022,"Everyone was friendly, it was a great experience."
7,2022,Communication and wait time needs improvement.
7,2022,Faster customs.
7,2022,"Wonderful country, people, food and beaches. One love."
7,2022,"Would enjoy a tv channel giving information about Jamaica, history, different fruit trees etc."
7,2022,Keep being amazing.
7,2022,Update airport. Access to taxis - uber; resorts overcharge.
7,2022,Prices at airport way too expensive.
7,2022,This is too long to ask people to fill out when going home.
7,2022,We had a good experience.
7,2022,Customer service in airport still very poor. Set a tone for the trip.
7,2022,Lovely people and culture.
7,2022,Insensitive airport security checking.
7,2022,Email me if you want more information about Royalton Resorts. momo750@yahoo.com
7,2022,"Move air conditioning inside airports, hotels and indoor places in general."
7,2022,Offer more locations to buy fruit. Country fruit should be served at hotels.
7,2022,Why $150USD for 10lbs overweight - quite unfair. Treat us fairly - we'll come back.
7,2022,"The line for immigration is too long, perhaps the information in the Kiosk should be completed at the time of booking or confirmation of trip similar to the attestation."
7,2022,Airport worker is very rude.
7,2022,More people should be as nice as you.
7,2022,"The Mobay airport needs to be remodeled so it is on par with other international airports. Better signs and directions when you arrive, people did not know where to go."
7,2022,We love Jamaica. Been many times but resort was very disappointing. We will be back in August to Secrets Wild Orchid.
7,2022,I had a great time.
7,2022,Enjoyed our stay! Highly recommend.
7,2022,Prices are too high.
7,2022,Hotels - accurate advertising. Business - increase efficiency.
7,2022,More shopping facilities.
7,2022,Watch overbooking with limited employees.
7,2022,Tour guides really need to keep guest updated.
7,2022,Most expensive. Airport I've never seen.
7,2022,Emphasize importance to youth of treating tourism.
7,2022,No problem man.
7,2022,We had a great time but sometimes people were rude and also other times helpful.
7,2022,Your passport check staff could be more polite - quite rude.
7,2022,Definitely come back.
7,2022,All negative elements of this trip is cue to covid. Free de people.
7,2022,Service levels. Need improvement.
7,2022,"Courteous, polite and efficient. Staff education training needed."
7,2022,Improve the roads.
7,2022,Airport staff needs to be more friendlier.
7,2022,Going through customs uopn arrival and getting luggage was very hectic.
7,2022,Crime rate needs to drop tremendously.
7,2022,The airport renovations look amazing.
7,2022,Friendliness needs to increase.
7,2022,"Hated seeing staff, hotel and airport or tourist attractions in masks. I could see smiling faces (and masks won't work)."
7,2022,No great outdoor vibe.
7,2022,More details or information.
7,2022,"Was disappointed regarding the area allotted for the VIP passes, was not able to see the stage. Video from phone - the stage was too far."
7,2022,The event was late every night. Have gravel over the dirt. I slipped and fell.
7,2022,End at 5-6 a.m. I always have to run to catch my flight.
7,2022,Wonderful vacation.
7,2022,Stop having three different VIP Sections and parking should be for all VIP patrons.
7,2022,Black party was a mess. Promoters could have chosen a better location.
7,2022,The monitors need to be placed higher so we can see the show.
7,2022,Great venue.
7,2022,Excellent.
7,2022,Fantastic trip.
7,2022,As a tourist I was wondering about the people because only a few were dancing.
7,2022,Photo booth; seating areas; credit card to be accepted.
7,2022,"Photobooths are missing/ long area with makeup or festival tatoos for girls/ chairs for rent, like coachella or afro pink."
7,2022,Worst Sumfest to date.
7,2022,Better line up next time for night 2.
7,2022,The gate situation was atrocious. Other than that it was alright.
7,2022,Very impressive.
7,2022,More shuttles needed. Accommodation for rain falling.
7,2022,Venue - mud is still an issue when rain falls.
7,2022,Venue is good but needs work.
7,2022,Artistes that I was looking forward to seeing their performances were short.
7,2022,Improve sound system. Very poor further away from stage.
7,2022,Better floor and ground to walk on.
7,2022,ONE OF THE BEST EVENTS
7,2022,VIP GRASS REDUCING
7,2022,THE APP NEEDS TO BE CURRENT AND UP TO DATE. PARKING NEEDS TO BE CLEARLY STATED
7,2022,MORE AFFORDABLE FOR LOCALS
7,2022,REGGAE SUMFEST HAVE GROWN OUT CATHERINE HALL NEED A BIGGER VENUE
7,2022,THE STAGE IS TOO LOW AND IN THE GENERAL AREA YOU CANNOT SEE THE STAGE. SUMFEST CUTTING OUT THE LITTLE MAN
7,2022,GENERAL ADMISSION IS TOO FAR
7,2022,"HANDWASHING STATIONS, WATER REFILL STATIONS"
7,2022,THE STAGE NEED TO BE HIGHER FOR A BETTER GENERAL VIEW
7,2022,T STAGE NEED TO BE HIGHER SO THAT WE CAN SEE FROM THE BACK
7,2022,CANT SEE STAGE AND WE HAVE TO WATCH THE ADVERTISEMENT IS VERY DISRUPTIVE TO MY Y ENTERTAINMENT
7,2022,"BAND CHANGE IS TOO LONG, ANNOYING"
7,2022,WE WERE ESCORTED TO THE WRONG SEATING AREA
7,2022,"PLEASE CLEAN UP, CONCERT SEATING MUCH BETTER TONIGHT"
7,2022,PLEASE ADVISE STAFF TO GET IT RIGHT WHEN IT COMES TO SEATING. WE WERE ESCORTED TO THE WRONG SEATING AREA
7,2022,WAS HOPING THEY WOULD HAVE HAD ATLEAST ONE INTERNATIONAL ARTIST
7,2022,LUX NEED TO BE WHAT YOU PAID FOR. NOTHING ABOUT IT WAS LUX. VERY EXPENSIVE
7,2022,"SEATING AREAS, TRUTHFUL SET TIMES (WHEN ACTS ON STAGE)"
7,2022,USE TABLET FOR SURVEY. FOOD EXPENSIVE
7,2022,EXPLAIN PARKING BEFORE DAY OF EVENT
7,2022,"DESIGNATED SEATS NOT PROVIDED ON NIGHT 1 IN ULTRA VIP, VERY DISORGANIZED. NIGHT 2 MUCH BETTER. VERY ORGANIZED"
7,2022,GROUND NEED FIXING. TOO MUCH WATER AND MUD WHEN IT RAINS
7,2022,FOOD FINISH TOO EARLY
7,2022,"FIX THE GROUNDS, TOO MUCH MUD"
7,2022,"START ON-TIME, OPEN GATES WELL IN ADVANCE OF START ORGANIZED PARKING"
7,2022,OPEN THE GATES ATLEAST 2 HOURS BEFORE THE EVENT. THE LONG WAIT WAS TERRIBLE
7,2022,I LOVE THE SHOWCASE OUR ARTISTE AND OUR MUSIC
8,2022,love jamaica but roads rough!1
8,2022,need better road
8,2022,great place
8,2022,"love coming here, the vibes are unbeatable"
8,2022,clean the streets
8,2022,very nice
8,2022,stop the pressure
8,2022,asking for income on a survey is a bit crazy
8,2022,not a great anniversary trip
8,2022,stop using only us$ I'm from canada I have canadian money
8,2022,every person is after your mooney. there is corruptiant theft everywhere. need to control
8,2022,too many questions
8,2022,holiday inn was awful
8,2022,more flight options
8,2022,jamwest was not satisfying. paid $148 not even given a fry to eat
8,2022,"fix road please, everything else was amazing"
8,2022,jam west tour is not great was not informative at all
8,2022,jamaica is absolutely beautiful
8,2022,people need to be considerate and respectful
8,2022,"evrything was very beautiful, i cant wait to return"
8,2022,one love
8,2022,roads needed to be fixed very bad
8,2022,too many flies in airport security and food court sections
8,2022,work on customer /product knowledge let staff be proud to represent jamaica
8,2022,"i believe if Jamaica as a whole start a cleanliness initiative , it would make a huge deifference with appearance of the country"
8,2022,I love the country and would definetly return again
8,2022,"please let the crime come down, too much killing"
8,2022,airport manintenance & facelift required
8,2022,airport needs remodeling
8,2022,vendoe need to have same price for all goods
8,2022,keep up the good work jamaica
8,2022,litter especially plastic was everywhere
8,2022,this questioneer seemed confusing and like an exam. maybe the way how the questions are asked
8,2022,It was a pleasure visiting. customer service has improved tremedously on the island. i am very well pleased
8,2022,have more garbage facilities along the roadways.
8,2022,stop hustling and non explicit taxes added at the send
8,2022,keep friendly cool as you are. thank you
8,2022,too many beggers on tourist beaches. jamaica was very uncomfortable
8,2022,more safety measures for women who travel to jamaica
8,2022,"airport especially horrible.takes advantage, overprices and rude"
8,2022,appreciate tourism because word of mouth is everything
8,2022,men to stop harrassing the women who come alone or only party of 2
8,2022,good job jamaica! keep it up
8,2022,google maps is not accurate. can lead to unfavourable circumstances
8,2022,yall are amazing
8,2022,internet in airport zero
8,2022,PEOPLE WERE FRIENDLY WHERE WE STAYED
8,2022,ATTITUDE NEED TO IMPROVE
8,2022,BRING BACK JET SKI'S PLEASE
8,2022,The airport on arrival needs improvement. it was the worst part of the trip
8,2022,arrival eas confusing and difficult at the airport. no stamp for passport
8,2022,great trip and good food. airport arrival process needs improvement
8,2022,riu negril was not a good destination spot. wish i stayed elsewhere
8,2022,The airport renovation is lovely. redcaps are very helpful and polite
8,2022,"excellent vacation at beaches in negril, jamaica"
8,2022,"time to go from the airport to negril may be possible to shorten, make use of the negril airport"
8,2022,roads to airport need to be developed (4 lanes) more police control cars on roads
8,2022,the roads need better maintenance
8,2022,the roads from montego bay to upper st. james via johnshall are in deplorable condition
8,2022,THE ROADS ARE DEPLORABLE ESPECIALLY FROM MONTEGO BAY TO ST. ELIZABETH VIA JOHN'S HALL
8,2022,"MAKE ROADS BETTER, MAKE JAMAICA SAFE"
8,2022,SANDALS RESORT WAS AMAZING. HOWEVER OFF THE RESORT WAS DIRTY
8,2022,ENJOYED OUR VISIT
8,2022,IF YOU CAN CONTOL THE HUSTLERS OUT HERE
8,2022,THE LOCALS WERE SUPER FRIENDLY AND HELPFUL. EVERYONE WAS LOVELY
8,2022,BEST PLACE EVER! ONE LOVE
8,2022,GREAT TRIP! 11TH TIME TO THE ISLAND
8,2022,GREAT CULTURAL EXPERIENCE
8,2022,JAMAICA NEEDS ANOTHER AIRPORT NEAR OCHO RIOS
8,2022,EXCITED TO COME BACK
8,2022,I CANT WAIT TO RETURN
8,2022,TOO MUCH TRASH ALL OVER
8,2022,GIFT SHOPS WERE RELATIVELY PRICEY BUT NOT BAD
8,2022,DONT SELL OUT JAMAICA CULTURE FOR TOURISM
8,2022,SANDALS REALLY RUINED OUR TIP BY MESSING UP ALOT OF RESERVATION AND WEDDING THINGS. WOULD NOT STAY AGAIN
8,2022,CUSTOMS VERY RUDE!
8,2022,GREAT TIME! WONDERFUL PEOPLE
8,2022,AIR CANADA STAFF SHOULD BE MORE KNOWLEDGEABLE.
8,2022,I WOULD LIKE IF THE BEACHES WERE BETTER
8,2022,WILL DEFINATELY RETURN
8,2022,THE PRICES ARE NOT FAIR IN JAMAICA. CONSIDER LOWERING TAXI PRICES
8,2022,THERE WAS ALOT OF PRICE GOUGING WHICH GREATLY HAMPERED THE TRIP
8,2022,KFC AT THE AIRPORT
8,2022,KFC IN THE AIRPORT PLEASE
8,2022,LESS POLICE
8,2022,LESS POLICE PRESENCE UN LOCAL AREAS
8,2022,NEGRIL NEEDS IMPROVEMENT ON BEING MORE FRIENDLY AND LESS PUSHIE FOR MORE TIPS
8,2022,WONDERFUL HOSPITALITY
8,2022,AIRPRT SECURITY/ PASSPORT CHECK IN
8,2022,IT MAY BE HELPFUL REMIND VISITORS THAT JAMAICA IS A ADVOCATE ON ENVIRONMENTAL ISSUES
8,2022,THANK YOU FOR BEING SO KIND AND WELCOMING
8,2022,ROYALTON WHITE SANDS EMPLOYEES STOLE SOME OF OUR PARTY ITEMS
8,2022,OVERALL EXPERIENCE
8,2022,"THE IMMIGRATION PEOPLE ARE EXCELLENT PERSON, THANK YOU"
9,2022,"Mosquitos and some staff are rude, not very happy. Need more training."
9,2022,Roads are in dire need of repairs.
9,2022,Great trip and the people here are amazing.
9,2022,Jamaicans are friendly. Only issue shops charge visitors extra.
9,2022,A wonderful stay. Thank you very much!
9,2022,Clena up garbage on the street.
9,2022,It was great.
9,2022,Sanitation appear to not be picking up trash in Montego Bay.
9,2022,Small towns need to be cleaned up. Garbage everywhere.
9,2022,"Love Jamaica, see you again soon."
9,2022,Security at all resorts along 7 mile so it's safe to walk.
9,2022,Drivers drive unsafe with customer in vans.
9,2022,The beach resorts should allow staff to enjoy the facility versus them go home immediately after the shift.
9,2022,Staff at Hyatt was amazing.
